orthography,gold,prediction,accuracy
armahuš,/ˈɑrmɑhuʃ/,/ˈɑrmɑhuʃ/,0.0
armaš,/ˈɑrmɑʃ/,/ˈɑrmɑʃ/,0.0
arvo,/ˈɑrʋo/,/ˈɑrʋo/,0.0
arvata,/ˈɑrʋɑtɑ/,/ˈɑrʋɑtɑ/,0.0
atra,/ˈɑtrɑ/,/ˈɑtrɑ/,0.0
ativo,/ˈɑtʲiʋo/,/ˈɑtʲiʋo/,0.0
auli,/ˈɑu̯lʲi/,/ˈɑu̯lʲi/,0.0
ašnita,/ˈɑʃnʲitɑ/,/ˈɑʃnʲitɑ/,0.0
avata,/ˈɑʋɑtɑ/,/ˈɑʋɑtɑ/,0.0
aakkua,/ˈɑːkːuɑ̯/,/ˈɑːkːuɑ̯/,0.0
še,/ˈʃe/,/ˈʃe/,0.0
šeinä,/ˈʃei̯nʲæ/,/ˈʃei̯nʲæ/,0.0
šeiččemen,/ˈʃei̯t͡ʃːemen/,/ˈʃei̯t͡ʃːemen/,0.0
šeiččimen,/ˈʃei̯t͡ʃːimen/,/ˈʃei̯t͡ʃːimen/,0.0
šie,/ˈʃie̯/,/ˈʃie̯/,0.0
šija,/ˈʃijɑ/,/ˈʃijɑ/,0.0
širkkalo,/ˈʃirkːɑlo/,/ˈʃirkːɑlo/,0.0
šiä,/ˈʃiæ̯/,/ˈʃiæ̯/,0.0
šiili,/ˈʃiːlʲi/,/ˈʃiːlʲi/,0.0
šiivatta,/ˈʃiːʋɑtːɑ/,/ˈʃiːʋɑtːɑ/,0.0
šoma,/ˈʃomɑ/,/ˈʃomɑ/,0.0
šormi,/ˈʃormi/,/ˈʃormi/,0.0
šorša,/ˈʃorʃɑ/,/ˈʃorʃɑ/,0.0
šorža,/ˈʃorʒɑ/,/ˈʃorʒɑ/,0.0
šula,/ˈʃulɑ/,/ˈʃulɑ/,0.0
šuomi,/ˈʃuo̯mi/,/ˈʃuo̯mi/,0.0
šuora,/ˈʃuo̯rɑ/,/ˈʃuo̯rɑ/,0.0
šuuri,/ˈʃuːri/,/ˈʃuːri/,0.0
šuuruš,/ˈʃuːruʃ/,/ˈʃuːruʃ/,0.0
šykšy,/ˈʃykʃy/,/ˈʃykʃy/,0.0
šyyš-,/ˈʃyːʃ-/,/ˈʃyːʃ-/,0.0
šada,/ˈʃɑdɑ/,/ˈʃɑdɑ/,0.0
šaje,/ˈʃɑje/,/ˈʃɑje/,0.0
šana,/ˈʃɑnɑ/,/ˈʃɑnɑ/,0.0
šata,/ˈʃɑtɑ/,/ˈʃɑtɑ/,0.0
veičči,/ˈʋei̯t͡ʃːi/,/ˈʋei̯t͡ʃːi/,0.0
venäjä,/ˈʋenʲæjæ/,/ˈʋenʲæjæ/,0.0
vereš,/ˈʋereʃ/,/ˈʋereʃ/,0.0
verko,/ˈʋerko/,/ˈʋerko/,0.0
verkko,/ˈʋerkːo/,/ˈʋerkːo/,0.0
vesi,/ˈʋesʲi/,/ˈʋesʲi/,0.0
vezi,/ˈʋezʲi/,/ˈʋezʲi/,0.0
vieraš,/ˈʋie̯rɑʃ/,/ˈʋie̯rɑʃ/,0.0
viessata,/ˈʋie̯sːɑtɑ/,/ˈʋie̯sːɑtɑ/,0.0
vihma,/ˈʋihmɑ/,/ˈʋihmɑ/,0.0
vilu,/ˈʋilu/,/ˈʋilu/,0.0
vintofka,/ˈʋintofkɑ/,/ˈʋintofkɑ/,0.0
virši,/ˈʋirʃi/,/ˈʋirʃi/,0.0
viärä,/ˈʋiæ̯ræ/,/ˈʋiæ̯ræ/,0.0
viijes,/ˈʋiːjes/,/ˈʋiːjes/,0.0
viisi,/ˈʋiːsʲi/,/ˈʋiːsʲi/,0.0
viizi,/ˈʋiːzʲi/,/ˈʋiːzʲi/,0.0
vozduha,/ˈʋozduhɑ/,/ˈʋozduhɑ/,0.0
vuojeh,/ˈʋuo̯jeh/,/ˈʋuo̯jeh/,0.0
vuosi,/ˈʋuo̯sʲi/,/ˈʋuo̯sʲi/,0.0
vuozi,/ˈʋuo̯zʲi/,/ˈʋuo̯zʲi/,0.0
väkövä,/ˈʋækøʋæ/,/ˈʋækøʋæ/,0.0
värči,/ˈʋært͡ʃi/,/ˈʋært͡ʃi/,0.0
värčči,/ˈʋært͡ʃːi/,/ˈʋært͡ʃːi/,0.0
vaihto,/ˈʋɑi̯hto/,/ˈʋɑi̯hto/,0.0
valo,/ˈʋɑlo/,/ˈʋɑlo/,0.0
vanhembi,/ˈʋɑnhembi/,/ˈʋɑnhembi/,0.0
vanhempi,/ˈʋɑnhempi/,/ˈʋɑnhempi/,0.0
vanha,/ˈʋɑnhɑ/,/ˈʋɑnhɑ/,0.0
vavarno,/ˈʋɑʋɑrno/,/ˈʋɑʋɑrno/,0.0
ruoččiheinä,/ˈruo̯t͡ʃːiˌhei̯nʲæ/,/ˈruo̯t͡ʃːihei̯nʲæ/,0.06
čičiliušku,/ˈt͡ʃit͡ʃiˌlʲiu̯ʃku/,/ˈt͡ʃit͡ʃilʲiu̯ʃku/,0.06
ajelušpualikka,/ˈɑjeluʃˌpuɑ̯lʲikːɑ/,/ˈɑjeluʃpuɑ̯lʲikːɑ/,0.06
tuukkajahaukka,/ˈtuːkːɑjɑˌhɑu̯kːɑ/,/ˈtuːkːɑjɑhɑu̯kːɑ/,0.06
ajelupualikka,/ˈɑjeluˌpuɑ̯lʲikːɑ/,/ˈɑjelupuɑ̯lʲikːɑ/,0.06
hyybiehaukka,/ˈhyːbie̯ˌhɑu̯kːɑ/,/ˈhyːbie̯hɑu̯kːɑ/,0.07
hyypiehaukka,/ˈhyːpie̯ˌhɑu̯kːɑ/,/ˈhyːpie̯hɑu̯kːɑ/,0.07
keški-ikähini,/ˈkeʃkiˌikæhinʲi/,/ˈkeʃki-ikæhinʲi/,0.07
yksitoisʹtʹa,/ˈyksʲiˌtoi̯sʲtʲɑ/,/ˈyksʲitoi̯sʲtʲɑ/,0.07
keški-ikäni,/ˈkeʃkiˌikænʲi/,/ˈkeʃki-ikænʲi/,0.08
korvašieni,/ˈkorʋɑˌʃie̯nʲi/,/ˈkorʋɑʃie̯nʲi/,0.08
kaklapaikka,/ˈkɑklɑˌpɑi̯kːɑ/,/ˈkɑklɑpɑi̯kːɑ/,0.08
karjalaini,/ˈkɑrjɑˌlɑi̯nʲi/,/ˈkɑrjɑlɑi̯nʲi/,0.08
yksitoista,/ˈyksʲiˌtoi̯stɑ/,/ˈyksʲitoi̯stɑ/,0.08
vesikorento,/ˈʋesʲiˌkorento/,/ˈʋesʲikorento/,0.08
valehičča,/ˈʋɑlehit͡ʃːɑ/,/ˈʋɑlʲehit͡ʃːɑ/,0.08
hibiehiiri,/ˈhibie̯ˌhiːri/,/ˈhibie̯hiːri/,0.08
hipiehiiri,/ˈhipie̯ˌhiːri/,/ˈhipie̯hiːri/,0.08
korničča,/ˈkornit͡ʃːɑ/,/ˈkornʲit͡ʃːɑ/,0.08
kannanlakši,/ˈkɑnːɑnˌlɑkʃi/,/ˈkɑnːɑnlɑkʃi/,0.08
pakkaiskuu,/ˈpɑkːɑi̯sˌkuː/,/ˈpɑkːɑi̯skuː/,0.08
senʹtʹabri,/ˈsʲenʲtʲɑbrʲi/,/ˈsʲenʲtʲɑbri/,0.08
äijäpäivä,/ˈæi̯jæˌpæi̯ʋæ/,/ˈæi̯jæpæi̯ʋæ/,0.08
allaviivata,/ˈɑlːɑˌʋiːʋɑtɑ/,/ˈɑlːɑʋiːʋɑtɑ/,0.08
heinäkuu,/ˈhei̯nʲæˌkuː/,/ˈhei̯nʲækuː/,0.09
huomeneš,/ˈhuo̯meneʃ/,/ˈhuo̯menʲeʃ/,0.09
kulkkulaki,/ˈkulkːuˌlɑki/,/ˈkulkːulɑki/,0.09
peltohiiri,/ˈpeltoˌhiːri/,/ˈpeltohiːri/,0.09
riehtilä,/ˈrie̯htʲilʲæ/,/ˈrie̯htʲilæ/,0.09
tuiskukuu,/ˈtui̯skuˌkuː/,/ˈtui̯skukuː/,0.09
čuasti,/ˈt͡ʃuɑ̯sʲtʲi/,/ˈt͡ʃuɑ̯stʲi/,0.09
autobušši,/ˈɑu̯toˌbuʃːi/,/ˈɑu̯tobuʃːi/,0.09
valehella,/ˈʋɑlehelːɑ/,/ˈʋɑlʲehelːɑ/,0.09
valehtua,/ˈʋɑlehtuɑ̯/,/ˈʋɑlʲehtuɑ̯/,0.09
henkityš,/ˈheŋkitʲyʃ/,/ˈhenkitʲyʃ/,0.1
hengityš,/ˈheŋɡitʲyʃ/,/ˈheŋgitʲyʃ/,0.1
huomneš,/ˈhuo̯mneʃ/,/ˈhuo̯mnʲeʃ/,0.1
hämehikki,/ˈhæmeˌhikːi/,/ˈhæmehikːi/,0.1
hämähikkö,/ˈhæmæˌhikːø/,/ˈhæmæhikːø/,0.1
inehmine,/ˈinʲehminʲe/,/ˈinʲehmine/,0.1
keviäkuu,/ˈkeʋiæ̯ˌkuː/,/ˈkeʋiæ̯kuː/,0.1
krollikka,/ˈkrolʲːikːɑ/,/ˈkrolːikːɑ/,0.1
kymmenen,/ˈkymːenen/,/ˈkymːenʲen/,0.1
kalakukko,/ˈkɑlɑˌkukːo/,/ˈkɑlɑkukːo/,0.1
muamykrä,/ˈmuɑ̯ˌmykræ/,/ˈmuɑ̯mykræ/,0.1
pimiekuu,/ˈpimie̯ˌkuː/,/ˈpimie̯kuː/,0.1
pakkaškuu,/ˈpɑkːɑʃˌkuː/,/ˈpɑkːɑʃkuː/,0.1
palokärki,/ˈpɑloˌkærki/,/ˈpɑlokærki/,0.1
tuulikuu,/ˈtuːlʲiˌkuː/,/ˈtuːlʲikuː/,0.1
avtobussa,/ˈɑʋtoˌbusːɑ/,/ˈɑʋtobusːɑ/,0.1
šanakirja,/ˈʃɑnɑˌkirjɑ/,/ˈʃɑnɑkirjɑ/,0.1
veniälä,/ˈʋenʲiæ̯lʲæ/,/ˈʋenʲiæ̯læ/,0.1
žiivatta,/ˈʒiːʋɑtːɑ/,/ˈʒʲiːʋɑtːɑ/,0.1
dekabri,/ˈdʲekɑbrʲi/,/ˈdʲekɑbri/,0.11
eglein,/ˈeɡlʲei̯n/,/ˈeglʲei̯n/,0.11
egläin,/ˈeɡlʲæi̯n/,/ˈeglʲæi̯n/,0.11
kevätkuu,/ˈkeʋætˌkuː/,/ˈkeʋætkuː/,0.11
kiugua,/ˈkiu̯ɡuɑ̯/,/ˈkiu̯guɑ̯/,0.11
kiittiä,/ˈkiːtʲːiæ̯/,/ˈkiːtːiæ̯/,0.11
kiittyä,/ˈkiːtʲːyæ̯/,/ˈkiːtːyæ̯/,0.11
kniäsä,/ˈknʲiæ̯sʲæ/,/ˈknʲiæ̯sæ/,0.11
kniäzä,/ˈknʲiæ̯zʲæ/,/ˈknʲiæ̯zæ/,0.11
kondie,/ˈkondie̯/,/ˈkondʲie̯/,0.11
kontie,/ˈkontie̯/,/ˈkontʲie̯/,0.11
kravatti,/ˈkrɑʋɑtʲːi/,/ˈkrɑʋɑtːi/,0.11
kariela,/ˈkɑrʲie̯lɑ/,/ˈkɑrie̯lɑ/,0.11
mussikka,/ˈmusʲːikːɑ/,/ˈmusːikːɑ/,0.11
muailma,/ˈmuɑ̯ˌilmɑ/,/ˈmuɑ̯ilmɑ/,0.11
nokikana,/ˈnokiˌkɑnɑ/,/ˈnokikɑnɑ/,0.11
niegla,/ˈnʲie̯ɡlɑ/,/ˈnʲie̯glɑ/,0.11
pakkane,/ˈpɑkːɑne/,/ˈpɑkːɑnʲe/,0.11
sinine,/ˈsʲinʲinʲe/,/ˈsʲinʲine/,0.11
talvikuu,/ˈtɑlʋiˌkuː/,/ˈtɑlʋikuː/,0.11
andilaš,/ˈɑndilɑʃ/,/ˈɑndʲilɑʃ/,0.11
antilaš,/ˈɑntilɑʃ/,/ˈɑntʲilɑʃ/,0.11
augusta,/ˈɑu̯ɡustɑ/,/ˈɑu̯gustɑ/,0.11
vihmakuu,/ˈʋihmɑˌkuː/,/ˈʋihmɑkuː/,0.11
valehuš,/ˈʋɑlehuʃ/,/ˈʋɑlʲehuʃ/,0.11
toine toizen,/ˈtoi̯nʲe ˌtoi̯zen/,/ˈtoi̯nʲe toi̯zʲen/,0.12
toini toisen,/ˈtoi̯nʲi ˌtoi̯sen/,/ˈtoi̯nʲi toi̯sʲen/,0.12
elätti,/ˈelʲætʲːi/,/ˈelʲætːi/,0.12
gosʹtʹa,/ˈɡosʲtʲɑ/,/ˈgosʲtʲɑ/,0.12
greču,/ˈɡret͡ʃu/,/ˈgret͡ʃu/,0.12
jouži,/ˈjou̯ʒi/,/ˈjou̯ʒʲi/,0.12
janvari,/ˈjɑnʋɑrʲi/,/ˈjɑnʋɑri/,0.12
kešäkuu,/ˈkeʃæˌkuː/,/ˈkeʃækuː/,0.12
kniiga,/ˈknʲiːɡɑ/,/ˈknʲiːgɑ/,0.12
kofei,/ˈkofei̯/,/ˈkofʲei̯/,0.12
korgie,/ˈkorɡie̯/,/ˈkorgie̯/,0.12
kallivo,/ˈkɑlʲːiʋo/,/ˈkɑlːiʋo/,0.12
lebedi,/ˈlʲebedʲi/,/ˈlʲebedi/,0.12
liäšö,/ˈliæ̯ʃø/,/ˈlʲiæ̯ʃø/,0.12
liäžö,/ˈliæ̯ʒø/,/ˈlʲiæ̯ʒø/,0.12
oraškuu,/ˈorɑʃˌkuː/,/ˈorɑʃkuː/,0.12
piässä,/ˈpiæ̯sʲːæ/,/ˈpiæ̯sːæ/,0.12
aprelʹa,/ˈɑprʲelʲɑ/,/ˈɑprelʲɑ/,0.12
šinini,/ˈʃinʲinʲi/,/ˈʃinʲini/,0.12
šulakuu,/ˈʃulɑˌkuː/,/ˈʃulɑkuː/,0.12
šyyškuu,/ˈʃyːʃˌkuː/,/ˈʃyːʃkuː/,0.12
šajekuu,/ˈʃɑjeˌkuː/,/ˈʃɑjekuː/,0.12
vuoži,/ˈʋuo̯ʒi/,/ˈʋuo̯ʒʲi/,0.12
eurovision laulukilpailu,/ˈeu̯roˌʋisʲion ˈlɑu̯luˌkilpɑi̯lu/,/ˈeu̯roʋisʲio̯n lɑu̯lukilpɑi̯lu/,0.13
aševelvollini,/ˈɑʃeˌʋelʋolʲːinʲi/,/ˈɑʃeʋelʋolːinʲi/,0.13
eglen,/ˈeɡlʲen/,/ˈeglʲen/,0.14
elokuu,/ˈeloˌkuː/,/ˈelokuː/,0.14
ennakkuolʹta,/ˈenːɑkˌkuo̯lʲtɑ/,/ˈenːɑkːuo̯lʲtɑ/,0.14
guada,/ˈɡuɑ̯dɑ/,/ˈguɑ̯dɑ/,0.14
haugi,/ˈhɑu̯ɡi/,/ˈhɑu̯gi/,0.14
jygie,/ˈjyɡie̯/,/ˈjygie̯/,0.14
kennih,/ˈkenʲːih/,/ˈkenːih/,0.14
kuuži,/ˈkuːʒi/,/ˈkuːʒʲi/,0.14
kankaš,/ˈkɑŋkɑʃ/,/ˈkɑnkɑʃ/,0.14
kanži,/ˈkɑnʒi/,/ˈkɑnʒʲi/,0.14
kangaš,/ˈkɑŋɡɑʃ/,/ˈkɑŋgɑʃ/,0.14
lehti,/ˈlʲehtʲi/,/ˈlʲehti/,0.14
löttö,/ˈlʲøtʲːø/,/ˈlʲøtːø/,0.14
mozgut,/ˈmozɡut/,/ˈmozgut/,0.14
nellä,/ˈnʲelʲːæ/,/ˈnʲelːæ/,0.14
nyblä,/ˈnʲyblʲæ/,/ˈnʲyblæ/,0.14
nyplä,/ˈnʲyplʲæ/,/ˈnʲyplæ/,0.14
poiga,/ˈpoi̯ɡɑ/,/ˈpoi̯gɑ/,0.14
risti,/ˈrisʲtʲi/,/ˈristʲi/,0.14
suksi,/ˈsuksi/,/ˈsuksʲi/,0.14
tyttö,/ˈtʲytʲːø/,/ˈtʲytːø/,0.14
tähti,/ˈtʲæhtʲi/,/ˈtʲæhti/,0.14
ahinko,/ˈɑhiŋko/,/ˈɑhinko/,0.14
ahingo,/ˈɑhiŋɡo/,/ˈɑhiŋgo/,0.14
anteliekaš,/ˈɑntelie̯kɑʃ/,/ˈɑntʲelʲie̯kɑʃ/,0.14
virži,/ˈʋirʒi/,/ˈʋirʒʲi/,0.14
vägevä,/ˈʋæɡeʋæ/,/ˈʋægeʋæ/,0.14
vägövä,/ˈʋæɡøʋæ/,/ˈʋægøʋæ/,0.14
valeh,/ˈʋɑleh/,/ˈʋɑlʲeh/,0.14
nyköiskarjalaini,/ˈnʲykøi̯sˌkɑrjɑˌlɑi̯nʲi/,/ˈnʲykøi̯skɑrjɑlɑi̯ni/,0.15
hukankorenda,/ˈhukɑŋˌkorendɑ/,/ˈhukɑnkorendɑ/,0.15
korvasieni,/ˈkorʋɑˌsʲie̯nʲi/,/ˈkorʋɑsʲie̯ni/,0.15
kaglapaikka,/ˈkɑɡlɑˌpɑi̯kːɑ/,/ˈkɑglɑpɑi̯kːɑ/,0.15
muakondie,/ˈmuɑ̯ˌkondie̯/,/ˈmuɑ̯kondʲie̯/,0.15
pöllöhaukka,/ˈpølʲːøˌhɑu̯kːɑ/,/ˈpølːøhɑu̯kːɑ/,0.15
rikaškäsini,/ˈrikɑʃˌkæsʲinʲi/,/ˈrikɑʃkæsʲini/,0.15
ahašhenkini,/ˈɑhɑʃˌheŋkinʲi/,/ˈɑhɑʃhenkinʲi/,0.15
gorničča,/ˈɡornit͡ʃːɑ/,/ˈgornʲit͡ʃːɑ/,0.17
henki,/ˈheŋki/,/ˈhenki/,0.17
hengi,/ˈheŋɡi/,/ˈheŋgi/,0.17
honka,/ˈhoŋkɑ/,/ˈhonkɑ/,0.17
honga,/ˈhoŋɡɑ/,/ˈhoŋgɑ/,0.17
härgä,/ˈhærɡæ/,/ˈhærgæ/,0.17
jälki,/ˈjælʲki/,/ˈjælki/,0.17
jalga,/ˈjɑlɡɑ/,/ˈjɑlgɑ/,0.17
kežä,/ˈkeʒæ/,/ˈkeʒʲæ/,0.17
kurgi,/ˈkurɡi/,/ˈkurgi/,0.17
kylvö,/ˈkylʲʋø/,/ˈkylʋø/,0.17
kyllä,/ˈkylʲːæ/,/ˈkylːæ/,0.17
kynkä,/ˈkyŋkæ/,/ˈkynkæ/,0.17
kyngä,/ˈkyŋɡæ/,/ˈkyŋgæ/,0.17
kärgi,/ˈkærɡi/,/ˈkærgi/,0.17
kagla,/ˈkɑɡlɑ/,/ˈkɑglɑ/,0.17
kate,/ˈkɑte/,/ˈkɑtʲe/,0.17
late,/ˈlɑte/,/ˈlɑtʲe/,0.17
langa,/ˈlɑŋɡɑ/,/ˈlɑŋgɑ/,0.17
liga,/ˈlʲiɡɑ/,/ˈlʲigɑ/,0.17
mehiläini,/ˈmehiˌlʲæi̯nʲi/,/ˈmehilʲæi̯ni/,0.17
mozgu,/ˈmozɡu/,/ˈmozgu/,0.17
mygrä,/ˈmyɡræ/,/ˈmygræ/,0.17
mägrä,/ˈmæɡræ/,/ˈmægræ/,0.17
pilvi,/ˈpilʲʋi/,/ˈpilʋi/,0.17
purgu,/ˈpurɡu/,/ˈpurgu/,0.17
ryžä,/ˈryʒæ/,/ˈryʒʲæ/,0.17
toži,/ˈtoʒi/,/ˈtoʒʲi/,0.17
tuli,/ˈtuli/,/ˈtulʲi/,0.17
ägie,/ˈæɡie̯/,/ˈægie̯/,0.17
aiga,/ˈɑi̯ɡɑ/,/ˈɑi̯gɑ/,0.17
šänky,/ˈʃæŋky/,/ˈʃænky/,0.17
šanakniiga,/ˈʃɑnɑˌknʲiːɡɑ/,/ˈʃɑnɑknʲiːgɑ/,0.17
velli,/ˈʋelʲːi/,/ˈʋelːi/,0.17
halʹlʹakka,/ˈhɑlʲːɑkːɑ/,/ˈhɑlʲlʲɑkːɑ/,0.18
kilpikonna,/ˈkilʲpiˌkonːɑ/,/ˈkilpikonːɑ/,0.18
peldohiiri,/ˈpeldoˌhiːrʲi/,/ˈpeldohiːri/,0.18
rašvakatti,/ˈrɑʃʋɑˌkɑtʲːi/,/ˈrɑʃʋɑkɑtːi/,0.18
feurali,/ˈfeu̯rɑlʲi/,/ˈfʲeu̯rɑli/,0.2
higi,/ˈhiɡi/,/ˈhigi/,0.2
igen,/ˈiɡen/,/ˈigen/,0.2
ižä,/ˈiʒæ/,/ˈiʒʲæ/,0.2
jogo,/ˈjoɡo/,/ˈjogo/,0.2
joga,/ˈjoɡɑ/,/ˈjogɑ/,0.2
kulkulagi,/ˈkulkuˌlɑɡi/,/ˈkulkulɑgi/,0.2
lumiukko,/ˈlumiˌukːo/,/ˈlumiu̯kːo/,0.2
lagi,/ˈlɑɡi/,/ˈlɑgi/,0.2
muamygrä,/ˈmuɑ̯ˌmyɡræ/,/ˈmuɑ̯mygræ/,0.2
nogi,/ˈnoɡi/,/ˈnogi/,0.2
palokärgi,/ˈpɑloˌkærɡi/,/ˈpɑlokærgi/,0.2
čidžilyškä,/ˈt͡ʃid͡ʒiˌlʲyʃkæ/,/ˈt͡ʃidʒʲilʲyʃkæ/,0.2
yskä,/ˈysʲkæ/,/ˈyskæ/,0.2
appiukko,/ˈɑpːiˌukːo/,/ˈɑpːiu̯kːo/,0.2
veri,/ˈʋerʲi/,/ˈʋeri/,0.2
kežäkuu,/ˈkeʒæˌkuː/,/ˈkeʒʲækuː/,0.22
kulʹtura,/kulʲˈturɑ/,/ˈkulʲturɑ/,0.22
kaniini,/ˈkanʲiːnʲi/,/ˈkɑnʲiːni/,0.22
ligakuu,/ˈlʲiɡɑˌkuː/,/ˈlʲigɑkuː/,0.22
lisätä,/ˈlisætæ/,/ˈlʲisʲætæ/,0.22
lʹolʹlʹo,/ˈlʲolʲːo/,/ˈlʲolʲlʲo/,0.22
miljoona,/milˈjoːnɑ/,/ˈmiljoːnɑ/,0.22
nʹonʹnʹo,/ˈnʲonʲːo/,/ˈnʲonʲnʲo/,0.22
tammikuu,/ˈtamːiˌkuː/,/ˈtɑmːikuː/,0.22
tämmöni,/ˈtæmːønʲi/,/ˈtʲæmːøni/,0.22
ahašhengine,/ˈɑhɑʒˌheŋɡinʲe/,/ˈɑhɑʃheŋginʲe/,0.23
ammatillini,/ˈɑmːɑˌtʲilʲːinʲi/,/ˈɑmːɑtʲilːini/,0.23
eländä,/ˈelʲænʲdʲæ/,/ˈelʲændæ/,0.25
eläntä,/ˈelʲænʲtʲæ/,/ˈelʲæntæ/,0.25
igä,/ˈiɡæ/,/ˈigæ/,0.25
keškiigäne,/ˈkeʃkiˌiɡænʲe/,/ˈkeʃkiːgænʲe/,0.25
ortʹtʹo,/ˈortʲːo/,/ˈortʲtʲo/,0.25
šygyžy,/ˈʃyɡyʒy/,/ˈʃygyʒʲy/,0.25
abuiäni,/ˈɑbuˌiæ̯nʲi/,/ˈɑbui̯ænʲi/,0.3
jälgi,/ˈjælʲɡi/,/ˈjælgi/,0.33
šygyžkuu,/ˈʃyɡyʃˌkuː/,/ˈʃygyʒkuː/,0.33
